url,title,image,price,description,variant,combined
https://canawineco.com/collections/whiskey/products/heavens-door-single-barrel-cask-strength-straight-bourbon-whiskey,Heaven's Door Single Barrel Cask Strength Straight Bourbon Whiskey,//canawineco.com/cdn/shop/files/Untitleddesign-2024-06-05T095435.487_700x700.png?v=1717599287,$49.99,"Size:  750ml Proof:  120.52 (60.26% ABV) Origin:  Tennessee, USA Distillery:  Heaven's Door Distillery", 750ml,"heaven's door single barrel cask strength straight bourbon whiskey size: 750ml proof: 120.52 (60.26% abv) origin: tennessee, usa distillery: heaven's door distillery 750ml"
https://canawineco.com/collections/whiskey/products/george-dickel-15-years-single-barrel-tennessee-whisky,George Dickel 15 Year Old Single Barrel Tennessee Whisky,//canawineco.com/cdn/shop/files/Untitleddesign-2024-06-05T094437.714_700x700.png?v=1717598699,$54.99,"Introducing George Dickel 15 Years Single Barrel Tennessee Whisky, an exquisite expression of craftsmanship and tradition. Aged to perfection, this luxurious whisky offers a rich tapestry of flavors, with notes of vanilla, oak, and a hint of spice, culminating in an exceptionally smooth finish. Hand-selected for its unique character and unparalleled quality, George Dickel 15 Years is a must-have for connoisseurs and collectors alike. Elevate your whisky experience with this distinguished gem, available exclusively at Cana Wine Co. Size:  750ml Proof:  101.2 (50.6% ABV) Distillery:  Dickel Distillery", 750ml,"george dickel 15 year old single barrel tennessee whisky introducing george dickel 15 years single barrel tennessee whisky, exquisite expression craftsmanship tradition. aged perfection, luxurious whisky offers rich tapestry flavors, notes vanilla, oak, hint spice, culminating exceptionally smooth finish. hand-selected unique character unparalleled quality, george dickel 15 years must-have connoisseurs collectors alike. elevate whisky experience distinguished gem, available exclusively cana wine co. size: 750ml proof: 101.2 (50.6% abv) distillery: dickel distillery 750ml"
https://canawineco.com/collections/whiskey/products/calumet-farm-single-rack-black-12-year-old-kentucky-straight-bourbon-whiskey,Calumet Farm Single Rack Black 12 Year Old Kentucky Straight Bourbon Whiskey,//canawineco.com/cdn/shop/files/Untitleddesign-2024-06-05T110314.290_700x700.png?v=1717603401,$99.99,"Experience the refined elegance of Calumet Farm Single Rack Black 12 Year Old Kentucky Straight Bourbon Whiskey. Aged to perfection in a single rack, this bourbon boasts a rich palate with deep flavors of caramel, toasted oak, and a hint of vanilla. Crafted with precision and care, it exemplifies Calumet Farm's commitment to quality and tradition. Elevate your collection with this rare and distinguished bourbon, available exclusively at Cana Wine Co. Size:  750ml Proof:  94 (47% ABV) Age:  12 Year Origin:  Kentucky Distillery:  Western Spirits", 750ml,"calumet farm single rack black 12 year old kentucky straight bourbon whiskey experience refined elegance calumet farm single rack black 12 year old kentucky straight bourbon whiskey. aged perfection single rack, bourbon boasts rich palate deep flavors caramel, toasted oak, hint vanilla. crafted precision care, exemplifies calumet farm's commitment quality tradition. elevate collection rare distinguished bourbon, available exclusively cana wine co. size: 750ml proof: 94 (47% abv) age: 12 year origin: kentucky distillery: western spirits 750ml"
https://canawineco.com/collections/whiskey/products/jack-daniels-single-barrel-select-tennessee-whiskey,Jack Daniel's Single Barrel Select Tennessee Whiskey,//canawineco.com/cdn/shop/files/Untitleddesign-2024-06-04T165141.975_700x700.png?v=1717537910,$34.99,"Discover the unparalleled craftsmanship of Jack Daniel's Single Barrel Select Tennessee Whiskey, available exclusively at Cana Wine Co. This distinguished whiskey is hand-selected for its robust flavor and smooth character, crafted from a unique blend of corn, rye, and barley malt. Each bottle offers a rich amber hue, enticing aromas of caramel and vanilla, and a palate that unfolds with notes of toasted oak and spice. Perfectly balanced with a lingering finish, it's a testament to Jack Daniel's legacy of excellence. Whether sipped neat or enjoyed in a classic cocktail, indulge in the sophistication of Jack Daniel's Single Barrel Select, a true connoisseur's choice. Size:  750ml Proof:  94 (47% ABV) Origin:  Tennessee, United States Distillery:  Jack Daniel's", 750ml,"jack daniel's single barrel select tennessee whiskey discover unparalleled craftsmanship jack daniel's single barrel select tennessee whiskey, available exclusively cana wine co. distinguished whiskey hand-selected robust flavor smooth character, crafted unique blend corn, rye, barley malt. bottle offers rich amber hue, enticing aromas caramel vanilla, palate unfolds notes toasted oak spice. perfectly balanced lingering finish, testament jack daniel's legacy excellence. whether sipped neat enjoyed classic cocktail, indulge sophistication jack daniel's single barrel select, true connoisseur's choice. size: 750ml proof: 94 (47% abv) origin: tennessee, united states distillery: jack daniel's 750ml"
https://canawineco.com/collections/whiskey/products/h-deringer-bourbon-whiskey-with-box-and-gun-cork,H. Deringer Bourbon Whiskey With Box and Gun Cork,//canawineco.com/cdn/shop/files/Untitleddesign-2024-06-05T110055.745_700x700.png?v=1717603263,$129.99,Size:  750ml Proof:  92 (46% ABV) Origin:  United States Distillery:  MGP, 750ml,h. deringer bourbon whiskey box gun cork size: 750ml proof: 92 (46% abv) origin: united states distillery: mgp 750ml
https://canawineco.com/collections/whiskey/products/high-west-a-midwinter-nights-dram-act-11-scene-6,High West A Midwinter Night's Dram Act 11 Scene 6 Straight Rye Whiskey,//canawineco.com/cdn/shop/files/image_3e3bc676-ee87-4dd8-94a3-ef49169f53dd_540x540.jpg?v=1699893562,$259.99,"Indulge in the magic of High West A Midwinter Night's Dram Act 11 Scene 6 Straight Rye Whiskey, a luxurious blend that transports you to a cozy fireside on a crisp winter evening. This exceptional release combines rich, complex flavors of dried fruits, dark chocolate, and aromatic spices with a velvety finish that lingers like a cherished memory. Crafted with meticulous attention to detail, each sip reveals a new layer of depth and character. Available now at Cana Wine Co., your premier destination for high-end and luxury bourbon, whiskey, scotch, and other fine spirits. Explore the elegance of this limited edition and elevate your whiskey collection. Size:  750ml Proof:  98.6 (49.3% ABV) Origin:   Utah Distillery:  High West", 750ml,"high west midwinter night's dram act 11 scene 6 straight rye whiskey indulge magic high west midwinter night's dram act 11 scene 6 straight rye whiskey, luxurious blend transports cozy fireside crisp winter evening. exceptional release combines rich, complex flavors dried fruits, dark chocolate, aromatic spices velvety finish lingers like cherished memory. crafted meticulous attention detail, sip reveals new layer depth character. available cana wine co., premier destination high-end luxury bourbon, whiskey, scotch, fine spirits. explore elegance limited edition elevate whiskey collection. size: 750ml proof: 98.6 (49.3% abv) origin: utah distillery: high west 750ml"
https://canawineco.com/collections/whiskey/products/mile-high-spirits-fireside-single-barrel-straight-bourbon-whiskey,Mile High Spirits Fireside Single Barrel Straight Bourbon Whiskey,//canawineco.com/cdn/shop/files/Untitleddesign-2024-06-04T165010.594_700x700.png?v=1717537822,$59.99,"Size:  750ml Proof:  131.6 (65.8% ABV) Origin:  Colorado, USA Distillery:  Mile High Spirits Distillery", 750ml,"mile high spirits fireside single barrel straight bourbon whiskey size: 750ml proof: 131.6 (65.8% abv) origin: colorado, usa distillery: mile high spirits distillery 750ml"
https://canawineco.com/collections/whiskey/products/rare-perfection-15-year-old-cask-strength-canadian-whisky,Rare Perfection 15 Year Old Cask Strength Canadian Whisky,,$249.99,Size:  750ml Age:  15 Year Origin:  Canada Distillery:  Undisclosed Canadian Distillery, 750ml,rare perfection 15 year old cask strength canadian whisky size: 750ml age: 15 year origin: canada distillery: undisclosed canadian distillery 750ml
https://canawineco.com/collections/whiskey/products/blantons-2001-takara-red-derby-edition-kentucky-straight-bourbon,2001 Blanton's Cream label Takara Red Single Barrel Kentucky Straight Bourbon Whiskey,,"$1,499.99","Discover the pinnacle of bourbon craftsmanship with the 2001 Blanton's Cream Label Takara Red Single Barrel Kentucky Straight Bourbon Whiskey. This exquisite expression epitomizes the artistry of Blanton's, renowned for its rich heritage and exceptional quality. Distilled in 2001 and aged to perfection, each bottle represents a singular moment in time, offering a symphony of flavors. Notes of caramel and vanilla intertwine with hints of oak and spice, culminating in a smooth, velvety finish that lingers on the palate. Perfectly suited for aficionados and collectors alike, this limited edition release is a testament to Blanton's unwavering dedication to bourbon excellence. Indulge in a taste of history with the 2001 Blanton's Cream Label Takara Red, a true treasure for connoisseurs of fine spirits. Size:  700ml Proof:  92 (46% ABV) Origin:  Kentucky Distillery:  Buffalo Trace", 700ml,"2001 blanton's cream label takara red single barrel kentucky straight bourbon whiskey discover pinnacle bourbon craftsmanship 2001 blanton's cream label takara red single barrel kentucky straight bourbon whiskey. exquisite expression epitomizes artistry blanton's, renowned rich heritage exceptional quality. distilled 2001 aged perfection, bottle represents singular moment time, offering symphony flavors. notes caramel vanilla intertwine hints oak spice, culminating smooth, velvety finish lingers palate. perfectly suited aficionados collectors alike, limited edition release testament blanton's unwavering dedication bourbon excellence. indulge taste history 2001 blanton's cream label takara red, true treasure connoisseurs fine spirits. size: 700ml proof: 92 (46% abv) origin: kentucky distillery: buffalo trace 700ml"
https://canawineco.com/collections/whiskey/products/found-north-batch-peregrine-first-flight-20-year-old-cask-strength-whiskey,Found North Batch Peregrine First Flight 20 Year Old Cask Strength Whiskey,//canawineco.com/cdn/shop/files/Untitleddesign-2024-06-27T154440.347_700x700.png?v=1719521086,$999.99,Size:  750ml Proof:  126.2 (63.1% ABV) Age:  20 Year Origin:  Canada Distillery:  Found North Distillery, 750ml,found north batch peregrine first flight 20 year old cask strength whiskey size: 750ml proof: 126.2 (63.1% abv) age: 20 year origin: canada distillery: found north distillery 750ml
https://canawineco.com/collections/whiskey/products/little-book-chapter-8-path-not-taken-blended-whisky,2024 Booker's Chapter 8 Path Not Taken Blended American Whiskey,//canawineco.com/cdn/shop/files/IMG-3251_700x700.jpg?v=1718738011,$299.99,"Discover the 2024 Booker's Chapter 8 Path Not Taken Blended American Whiskey, an extraordinary blend that pushes the boundaries of traditional whiskey craftsmanship. This limited-edition release from the esteemed Booker's collection captivates with its rich amber hue and enticing aroma of caramelized oak, vanilla bean, and a hint of spice. On the palate, it delivers a harmonious fusion of dark chocolate, toasted nuts, and dried fruits, underscored by a warm, lingering finish of smoky oak and peppery spice. Each sip of this expertly crafted blend tells a story of innovation and mastery, making it a must-have for connoisseurs and collectors alike. Secure your bottle of this remarkable expression at Cana Wine Co., where luxury and exclusivity are always on the menu. Size:  750ml Proof:  118.2 (59.1% ABV) Origin:  Kentucky Distillery:  Jim Beam", 750ml,"2024 booker's chapter 8 path taken blended american whiskey discover 2024 booker's chapter 8 path taken blended american whiskey, extraordinary blend pushes boundaries traditional whiskey craftsmanship. limited-edition release esteemed booker's collection captivates rich amber hue enticing aroma caramelized oak, vanilla bean, hint spice. palate, delivers harmonious fusion dark chocolate, toasted nuts, dried fruits, underscored warm, lingering finish smoky oak peppery spice. sip expertly crafted blend tells story innovation mastery, making must-have connoisseurs collectors alike. secure bottle remarkable expression cana wine co., luxury exclusivity always menu. size: 750ml proof: 118.2 (59.1% abv) origin: kentucky distillery: jim beam 750ml"
https://canawineco.com/collections/whiskey/products/found-north-batch-008-18-year-old-whiskey,Found North Batch 008 18 Year Old Whiskey,//canawineco.com/cdn/shop/files/Untitleddesign-2024-06-28T120943.630_700x700.png?v=1719594599,$539.99,Size:  750ml Proof:  124.4 (62.2% ABV) Age:  18 Year Origin:  Canada Distillery:  Found North Distillery, 750ml,found north batch 008 18 year old whiskey size: 750ml proof: 124.4 (62.2% abv) age: 18 year origin: canada distillery: found north distillery 750ml
https://canawineco.com/collections/whiskey/products/2023-four-roses-135th-anniversary-limited-edition-small-batch-barrel-strength-kentucky-straight-bourbon-whiskey-700ml,2023 Four Roses 135th Anniversary Limited Edition Small Batch Barrel Strength Kentucky Straight Bourbon Whiskey 700ml,//canawineco.com/cdn/shop/files/Untitleddesign-2024-07-15T164032.709_700x700.png?v=1721079649,$469.99,"Introducing the 2023 Four Roses 135th Anniversary Limited Edition Small Batch Barrel Strength Kentucky Straight Bourbon Whiskey, a remarkable tribute to over a century of bourbon excellence. This limited-edition release, presented in a 700ml bottle, offers a robust and intricate flavor profile, with rich notes of caramel, vanilla, and toasted oak, accented by layers of spice, dark fruit, and chocolate. Bottled at barrel strength, each sip delivers a powerful yet balanced finish, showcasing the exceptional craftsmanship and tradition of Four Roses. Perfect for collectors and connoisseurs, this celebratory bourbon promises an extraordinary and memorable tasting experience. Size:  700ml Proof:  108 (54% ABV) Origin:  Kentucky Distillery:  Four Roses", 700ml,"2023 four roses 135th anniversary limited edition small batch barrel strength kentucky straight bourbon whiskey 700ml introducing 2023 four roses 135th anniversary limited edition small batch barrel strength kentucky straight bourbon whiskey, remarkable tribute century bourbon excellence. limited-edition release, presented 700ml bottle, offers robust intricate flavor profile, rich notes caramel, vanilla, toasted oak, accented layers spice, dark fruit, chocolate. bottled barrel strength, sip delivers powerful yet balanced finish, showcasing exceptional craftsmanship tradition four roses. perfect collectors connoisseurs, celebratory bourbon promises extraordinary memorable tasting experience. size: 700ml proof: 108 (54% abv) origin: kentucky distillery: four roses 700ml"
https://canawineco.com/collections/whiskey/products/rabbit-hole-boxergrail-founders-collection-limited-edition-rye-114-6-proof,Rabbit Hole Founder's Collection Boxergrail Cask Strength Kentucky Straight Rye Whiskey,//canawineco.com/cdn/shop/files/rabbit-hole-boxergrail-founders-collection-rye-whiskey-560345_700x700.png?v=1721044896,$495.00,"Unleash the spirit of Kentucky with Rabbit Hole Founder's Collection Boxergrail Cask Strength Kentucky Straight Rye Whiskey, now available at Cana Wine Co., the premier destination for high-end and luxury spirits. This exceptional rye whiskey captivates with its bold 57.3% ABV, offering a robust flavor profile of rich caramel, toasted oak, and a hint of black pepper. Aged to perfection, it delivers a powerful, yet smooth, finish that leaves a lasting impression. Perfect for discerning connoisseurs, Rabbit Hole Boxergrail Cask Strength is a testament to uncompromising craftsmanship and tradition. Explore this and other luxury spirits at Cana Wine Co., where quality meets sophistication. Size:  750ml Proof:  114.6 (57.3% ABV) Origin:  Kentucky Distillery:  Rabbit Hole", 750ml,"rabbit hole founder's collection boxergrail cask strength kentucky straight rye whiskey unleash spirit kentucky rabbit hole founder's collection boxergrail cask strength kentucky straight rye whiskey, available cana wine co., premier destination high-end luxury spirits. exceptional rye whiskey captivates bold 57.3% abv, offering robust flavor profile rich caramel, toasted oak, hint black pepper. aged perfection, delivers powerful, yet smooth, finish leaves lasting impression. perfect discerning connoisseurs, rabbit hole boxergrail cask strength testament uncompromising craftsmanship tradition. explore luxury spirits cana wine co., quality meets sophistication. size: 750ml proof: 114.6 (57.3% abv) origin: kentucky distillery: rabbit hole 750ml"
https://canawineco.com/collections/whiskey/products/bulleit-single-barrel-straight-bourbon-frontier-whiskey,Bulleit Single Barrel Straight Bourbon Frontier Whiskey,//canawineco.com/cdn/shop/files/image_696da266-1ec8-4d1a-af43-3ee4038d6779_600x600.png?v=1712072770,$39.99,"Discover the exceptional Bulleit Single Barrel Straight Bourbon Frontier Whiskey, now available at Cana Wine Co., the premier destination for high-end and luxury spirits. This exquisite bourbon is crafted from a unique mash bill of corn, rye, and malted barley, aged to perfection in charred American oak barrels. Each single barrel offers a distinct flavor profile, delivering a rich and complex taste with notes of caramel, vanilla, and dried fruit, balanced by a hint of spice. Perfect for the discerning palate, Bulleit Single Barrel is a testament to frontier craftsmanship and tradition, making it a standout addition to any whiskey collection. Explore the finest selection of bourbon, whiskey, scotch, and other premium spirits at Cana Wine Co. Size:  750ml Proof:  104 (52% ABV) Origin:  Kentucky Distillery:   Bulleit", 750ml,"bulleit single barrel straight bourbon frontier whiskey discover exceptional bulleit single barrel straight bourbon frontier whiskey, available cana wine co., premier destination high-end luxury spirits. exquisite bourbon crafted unique mash bill corn, rye, malted barley, aged perfection charred american oak barrels. single barrel offers distinct flavor profile, delivering rich complex taste notes caramel, vanilla, dried fruit, balanced hint spice. perfect discerning palate, bulleit single barrel testament frontier craftsmanship tradition, making standout addition whiskey collection. explore finest selection bourbon, whiskey, scotch, premium spirits cana wine co. size: 750ml proof: 104 (52% abv) origin: kentucky distillery: bulleit 750ml"
https://canawineco.com/collections/whiskey/products/art-of-alchemy-blended-straight-whiskey-blend-1,Art of Alchemy Blended Straight Whiskey Blend 1,//canawineco.com/cdn/shop/files/image_f14d3b33-d3c8-4c63-ac5b-375834c544e1_414x542.png?v=1712072112,$79.99,Size:  750ml Proof:  110 (55% ABV) Origin:  United States Distillery:  Undisclosed Kentucky & Indiana Distillery, 750ml,art alchemy blended straight whiskey blend 1 size: 750ml proof: 110 (55% abv) origin: united states distillery: undisclosed kentucky & indiana distillery 750ml
https://canawineco.com/collections/whiskey/products/wild-turkey-101-kentucky-straight-bourbon-whiskey-1-75l,Wild Turkey 101 Proof Kentucky Straight Bourbon Whiskey,//canawineco.com/cdn/shop/files/WildTurkey101ProofKentuckyStraightBourbonWhiskey1.75Lt_500x500.jpg?v=1717758781,$25.00,Size:  1.75 Lt Proof:  101 (50.5% ABV) Origin:  Kentucky Distillery:  Wild Turkey, 1.75 Lt,wild turkey 101 proof kentucky straight bourbon whiskey size: 1.75 lt proof: 101 (50.5% abv) origin: kentucky distillery: wild turkey 1.75 lt
https://canawineco.com/collections/whiskey/products/knob-creek-single-barrel-select-straight-rye-whiskey,Knob Creek Single Barrel Select Straight Rye Whiskey,//canawineco.com/cdn/shop/files/Untitleddesign_49_700x700.png?v=1717517371,$39.99,"Elevate your spirits with Knob Creek Single Barrel Select Straight Rye Whiskey, a premium choice for discerning connoisseurs. Crafted with precision and aged to perfection, this single barrel select offers a bold, full-bodied flavor profile with rich notes of spice, oak, and a hint of sweetness. Each sip delivers a smooth, robust experience that stands out in any collection. Ideal for savoring neat or elevating your favorite cocktail, Knob Creek Single Barrel Select Straight Rye Whiskey embodies the pinnacle of rye craftsmanship. Discover this luxurious gem at Cana Wine Co, where excellence in every bottle is our promise.  Size:  750ml Proof:  115 (57.5% ABV) Distillery:  Knob Creek", 750ml,"knob creek single barrel select straight rye whiskey elevate spirits knob creek single barrel select straight rye whiskey, premium choice discerning connoisseurs. crafted precision aged perfection, single barrel select offers bold, full-bodied flavor profile rich notes spice, oak, hint sweetness. sip delivers smooth, robust experience stands collection. ideal savoring neat elevating favorite cocktail, knob creek single barrel select straight rye whiskey embodies pinnacle rye craftsmanship. discover luxurious gem cana wine co, excellence every bottle promise. size: 750ml proof: 115 (57.5% abv) distillery: knob creek 750ml"
https://canawineco.com/collections/whiskey/products/chattanooga-whiskey-1816-single-barrel-11-year-old-tennessee-stillhouse-high-rye-bourbon-whiskey,Chattanooga Whiskey 1816 Single Barrel 11 Year Old Tennessee Stillhouse High Rye Bourbon Whiskey,//canawineco.com/cdn/shop/files/Untitleddesign-2024-06-11T143759.273_700x700.png?v=1718134685,$69.99,"Size:  750ml Proof:  113.6 (56.8% ABV) Age:  11 Year Origin:  Tennessee, USA Distillery:  Chattanooga Whiskey Company",750ml,"chattanooga whiskey 1816 single barrel 11 year old tennessee stillhouse high rye bourbon whiskey size: 750ml proof: 113.6 (56.8% abv) age: 11 year origin: tennessee, usa distillery: chattanooga whiskey company 750ml"
https://canawineco.com/collections/whiskey/products/joseph-magnus-single-barrel-straight-bourbon-whiskey,Joseph Magnus Single Barrel Straight Bourbon Whiskey,//canawineco.com/cdn/shop/files/Untitleddesign-2024-06-14T131927.730_700x700.png?v=1718389178,$99.99,Size:  750ml Proof:  107.2 (53.6% ABV) Origin:  United States Distillery:  Jos. A. Magnus & Co. Distillery, 750ml,joseph magnus single barrel straight bourbon whiskey size: 750ml proof: 107.2 (53.6% abv) origin: united states distillery: jos. a. magnus & co. distillery 750ml
https://canawineco.com/collections/whiskey/products/wild-turkey-rare-breed-barrel-proof-kentucky-straight-rye-whiskey,Wild Turkey Rare Breed Barrel Proof Kentucky Straight Rye Whiskey,//canawineco.com/cdn/shop/files/Untitleddesign-2024-06-21T114926.150_700x700.png?v=1718988572,$55.00,"  Size:  750ml Proof:  112.2 (56.1% ABV) Origin:  Kentucky, USA Distillery:  Wild Turkey Distilling Company", 750ml,"wild turkey rare breed barrel proof kentucky straight rye whiskey size: 750ml proof: 112.2 (56.1% abv) origin: kentucky, usa distillery: wild turkey distilling company 750ml"
https://canawineco.com/collections/whiskey/products/nashville-barrel-co-7-year-old-single-barrel-honey-cask-finished-straight-bourbon-whiskey,Nashville Barrel Co. 7 Year Old Single Barrel Honey Cask Finished Straight Bourbon Whiskey,,$79.00,Size:  375ml Proof:  118.54 (59.27% ABV) Origin:  United States Distillery:   Undisclosed Indiana Distillery, 375ml,nashville barrel co. 7 year old single barrel honey cask finished straight bourbon whiskey size: 375ml proof: 118.54 (59.27% abv) origin: united states distillery: undisclosed indiana distillery 375ml
https://canawineco.com/collections/whiskey/products/john-j-bowman-pioneer-spirit-single-barrel-virginia-straight-bourbon-whiskey,A. Smith Bowman Distillery John J. Bowman Pioneer Spirit Single Barrel Virginia Straight Bourbon Whiskey,//canawineco.com/cdn/shop/files/Untitleddesign-2024-06-05T143143.747_700x700.png?v=1717615914,$59.99,"Size:  750ml Proof:  100 (50% ABV) Origin:  Virginia, USA Distillery:  A. Smith Bowman Distillery", 750ml,"a. smith bowman distillery john j. bowman pioneer spirit single barrel virginia straight bourbon whiskey size: 750ml proof: 100 (50% abv) origin: virginia, usa distillery: a. smith bowman distillery 750ml"
https://canawineco.com/collections/whiskey/products/old-charter-10-year-old-kentucky-straight-bourbon-whiskey,Old Charter 10 Year Old Kentucky Straight Bourbon Whiskey,//canawineco.com/cdn/shop/files/image_21496464-195a-4cf9-822a-4b1f181be48b_560x700.jpg?v=1712174962,$22.99,Size:  750ml Proof:  86 (43% ABV) Origin:  United States Distillery:  Buffalo Trace Distillery, 750ml,old charter 10 year old kentucky straight bourbon whiskey size: 750ml proof: 86 (43% abv) origin: united states distillery: buffalo trace distillery 750ml
https://canawineco.com/collections/whiskey/products/virgin-7-year-old-kentucky-straight-bourbon-whiskey-101-proof-1-liter,Virgin 7 Year Old Kentucky Straight Bourbon Whiskey 101 Proof 1 Liter,//canawineco.com/cdn/shop/files/IMG_3769_9_700x700.jpg?v=1712176439,$139.99,"Meadowlawn Distilling Co. operated out of the Old Boone Distillery in Jefferson County but after a fire closed the distillery in 1971, production was relocated to Bardstown. Almost unbelievably, the Heaven Hill distillery where this was produced also burned down in 1996. Heaven Hill's distilling operations now take place at Bernheim. Aged 7 years and bottled at 101 proof this is primarily for the Japanese market. Size:  1L Proof:  101 proof Age:  7 Year Origin:  Kentucky Distillery:  Heaven Hill Bardstown", 1L,"virgin 7 year old kentucky straight bourbon whiskey 101 proof 1 liter meadowlawn distilling co. operated old boone distillery jefferson county fire closed distillery 1971, production relocated bardstown. almost unbelievably, heaven hill distillery produced also burned 1996. heaven hill's distilling operations take place bernheim. aged 7 years bottled 101 proof primarily japanese market. size: 1l proof: 101 proof age: 7 year origin: kentucky distillery: heaven hill bardstown 1l"
https://canawineco.com/collections/whiskey/products/nelson-bros-black-brier-straight-bourbon-whiskey,Nelson Bros. Black Brier Straight Bourbon Whiskey,//canawineco.com/cdn/shop/files/image_8b2f723d-e0c3-4332-b0e5-47d2a4dc23a9_700x700.jpg?v=1712180378,$123.99,Size:  750ml Proof:  109.8 (51.9% ABV) Origin:  United States Distillery:  Nelson's Green Brier Distillery, 750ml,nelson bros. black brier straight bourbon whiskey size: 750ml proof: 109.8 (51.9% abv) origin: united states distillery: nelson's green brier distillery 750ml
https://canawineco.com/collections/whiskey/products/james-b-beam-distillers-share-03-wine-sherry-finish-straight-bourbon-whiskey,James B. Beam Distiller's Share 03 Wine & Sherry Finish Straight Bourbon Whiskey,//canawineco.com/cdn/shop/files/image_36e96f2d-14a2-4787-90e8-a5baf2508a90_700x700.jpg?v=1712604093,$249.99,Size:  375ml Proof:  112 (56% ABV) Origin:  United States Distillery:  Jim Beam, 375ml,james b. beam distiller's share 03 wine & sherry finish straight bourbon whiskey size: 375ml proof: 112 (56% abv) origin: united states distillery: jim beam 375ml
https://canawineco.com/collections/whiskey/products/brothers-bond-original-cask-strength-straight-bourbon-whiskey,Brother's Bond Original Cask Strength Straight Bourbon Whiskey,//canawineco.com/cdn/shop/files/image_750fe569-d7c6-43a6-a704-a5eddaa5d968_490x686.png?v=1712180127,$69.00,Size:  750ml Proof:  115.1 (57.55% ABV) Origin:  Unied States Distillery:  Brother's Bond Distilling Company, 750ml,brother's bond original cask strength straight bourbon whiskey size: 750ml proof: 115.1 (57.55% abv) origin: unied states distillery: brother's bond distilling company 750ml
https://canawineco.com/collections/whiskey/products/stagg-kentucky-straight-bourbon-limited-edition-barrel-proof-batch-23b-127-8-proof,Stagg Kentucky Straight Bourbon Limited Edition Barrel Proof Batch 23B 127.8 Proof,//canawineco.com/cdn/shop/files/Untitleddesign-2024-06-21T132521.689_700x700.png?v=1718994327,$299.99,"It has all the rich and complex flavors you get at barrel strength. Uncut and unfiltered, this robust bourbon whiskey ages for nearly a decade and boasts the bold character that is reminiscent of the man himself, Mr. George T. Stagg. Size:  750ml Proof:  125.0 - 135.0 (ABV Varies) Origin:  United States Distillery:  Buffalo Trace distillery", 750ml,"stagg kentucky straight bourbon limited edition barrel proof batch 23b 127.8 proof rich complex flavors get barrel strength. uncut unfiltered, robust bourbon whiskey ages nearly decade boasts bold character reminiscent man himself, mr. george t. stagg. size: 750ml proof: 125.0 - 135.0 (abv varies) origin: united states distillery: buffalo trace distillery 750ml"
https://canawineco.com/collections/whiskey/products/makers-mark-2002-ohio-state-ncaa-championship-silver-red-wax-kentucky-straight-bourbon-whisky,2002 Maker's Mark Ohio State NCAA Championship Silver Or Red Wax Kentucky Straight Bourbon Whisky,//canawineco.com/cdn/shop/files/Untitleddesign-2024-06-17T124423.196_700x700.png?v=1718646270,$295.00,"Experience the rich legacy of college football glory with the 2002 Maker's Mark Ohio State NCAA Championship Silver or Red Wax Kentucky Straight Bourbon Whisky, a collector's gem celebrating the Buckeyes' triumphant season. This limited-edition release, available at Cana Wine Co., showcases Maker's Mark's renowned craftsmanship, blending the smooth, full-bodied character of their signature bourbon with a unique commemorative touch. Encased in either distinctive silver or red wax, this bottle is more than a fine spirit—it's a piece of history, perfect for aficionados and fans alike. Visit Cana Wine Co., your premier destination for high-end and luxury bourbon, whiskey, scotch, and other exceptional alcoholic beverages, to secure your bottle of this iconic tribute. National Collegiate Athletic Association (NCAA ) Size:  750ml Proof:  90 (45% ABV) Origin:  Kentucky Distillery:  Maker's Mark", 750ml,"2002 maker's mark ohio state ncaa championship silver red wax kentucky straight bourbon whisky experience rich legacy college football glory 2002 maker's mark ohio state ncaa championship silver red wax kentucky straight bourbon whisky, collector's gem celebrating buckeyes' triumphant season. limited-edition release, available cana wine co., showcases maker's mark's renowned craftsmanship, blending smooth, full-bodied character signature bourbon unique commemorative touch. encased either distinctive silver red wax, bottle fine spirit—it's piece history, perfect aficionados fans alike. visit cana wine co., premier destination high-end luxury bourbon, whiskey, scotch, exceptional alcoholic beverages, secure bottle iconic tribute. national collegiate athletic association (ncaa ) size: 750ml proof: 90 (45% abv) origin: kentucky distillery: maker's mark 750ml"
